Type,Price,Location,Bath,Area,Purpose,Bedrooms,Added,Precinct ,Main Features,,,
Flat,PKR26.82 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR30.35 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR26.82 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR30.35 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR1.95 Crore,"Bahria Town Karachi, Karachi, Sindh",-,250 Sq. Yd.,For Sale,3,4 days ago,Precinct 19,"Main FeaturesBuilt in year: 2022Parking Spaces: 2FlooringElectricity BackupFloorFloors in Building: 6Elevators: 2Service Elevators in BuildingRoomsBedrooms: 3Bathrooms: 3Dining RoomKitchens: 1Powder Room Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for Disabled"
House,PKR2.32 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,"Precinct 2,",Main FeaturesBuilt in year: 2019FlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Kitchens: 1Store Rooms: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport Service
Flat,PKR85 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,4 days ago,Precinct 19,"Main FeaturesParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalRoomsBedrooms: 2Bathrooms: 2Dining RoomKitchens: 1Store Rooms: 1Business and CommunicationBroadband Internet AccessNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled"
House,PKR1.8 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,Precinct 11-A,"Main FeaturesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.57 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,4 days ago,Precinct 31,RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomKitchens: 1Store Rooms: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby Places
House,PKR1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",4,125 Sq. Yd.,For Sale,4,4 days ago,Precinct 12,RoomsBedrooms: 4Bathrooms: 4Servant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther Rooms
Flat,PKR21.32 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR30.35 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
House,PKR6 Crore,"Bahria Town Karachi, Karachi, Sindh",8,500 Sq. Yd.,For Sale,7,4 days ago,"Precinct 4,","Main FeaturesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFurnishedRoomsDrawing RoomDining RoomStudy RoomPrayer RoomPowder Room GymSteam RoomLounge or Sitting RoomLaundry RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalSaunaJacuzziNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled"
Flat,PKR90 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 days ago,Not Found,"Main FeaturesFlooringElectricity BackupElevatorsRoomsBedrooms: 2Bathrooms: 2Drawing RoomDining RoomKitchensStore RoomsCommunity FeaturesKids Play AreaBarbeque AreaMosqueOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning Facility"
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR26.82 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR29.9 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR30.35 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
Flat,PKR26.82 Lakh,"Bahria Town Karachi, Karachi, Sindh",-,33 Sq. Yd.,For Sale,-,4 days ago,Not Found,RoomsDrawing Room
House,PKR1.51 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,4 days ago,Precinct 12,"Main FeaturesFlooringElectricity BackupWaste DisposalFloors: 1RoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR78.5 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 days ago,Not Found,"Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 2Bathrooms: 2Drawing RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyOther Facilities
Maintenance StaffSecurity Staff"
House,PKR2.25 Crore,"Bahria Town Karachi, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,4 days ago,Precinct 35,"Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 5Bathrooms: 5Servant Quarters: 1Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
House,PKR4.3 Crore,"Bahria Town Karachi, Karachi, Sindh",4,272 Sq. Yd.,For Sale,4,4 days ago,"Precinct 1,","Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 4Bathrooms: 4Servant Quarters: 1Drawing RoomDining RoomLounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
House,PKR2.03 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,Precinct 10-A,"Main FeaturesFlooringElectricity BackupWaste DisposalOther Main FeaturesRoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Drawing RoomDining RoomPowder Room Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.59 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,4 days ago,Precinct 11-B,"Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.64 Crore,"Bahria Town Karachi, Karachi, Sindh",4,235 Sq. Yd.,For Sale,4,4 days ago,Precinct 31,"Main FeaturesFlooringElectricity BackupFloorsRoomsBedrooms: 4Bathrooms: 4Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.96 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,4 days ago,"Precinct 2,","Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.62 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,4 days ago,Precinct 11-A,"Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 3Bathrooms: 3Drawing RoomDining RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR97.5 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,4 days ago,Not Found,"Main FeaturesFlooringElectricity BackupWaste DisposalRoomsBedrooms: 2Bathrooms: 2Drawing RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyATM MachinesCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaBarbeque AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.61 Crore,"Bahria Town Karachi, Karachi, Sindh",-,152 Sq. Yd.,For Sale,-,4 days ago,Precinct 11-B,"Main FeaturesFlooringElectricity BackupRoomsDrawing RoomLounge or Sitting RoomCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreKids Play AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
House,PKR1.98 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,Precinct 11-A,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyCommunity FeaturesCommunity Lawn or GardenCommunity GymFirst Aid or Medical CentreMosqueOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR1.98 Crore,"Bahria Town Karachi, Karachi, Sindh",3,250 Sq. Yd.,For Sale,3,4 days ago,Not Found,"Main FeaturesFlooringElectricity BackupRoomsBedrooms: 3Bathrooms: 3Drawing RoomCommunity FeaturesCommunity Lawn or GardenFirst Aid or Medical CentreKids Play AreaMosqueOther Facilities
Maintenance StaffSecurity Staff"
House,PKR2.15 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,4 days ago,Precinct 35,"Main FeaturesFlooringElectricity BackupFloors: 1RoomsBedrooms: 4Bathrooms: 4Drawing RoomDining RoomGymCommunity FeaturesCommunity GymKids Play AreaMosqueHealthcare RecreationalLawn or GardenOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR80 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,4 days ago,"Precinct 8,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorFloors in BuildingElevatorsService Elevators in BuildingOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities"
Flat,PKR1 Crore,"Bahria Town Karachi, Karachi, Sindh",3,162 Sq. Yd.,For Sale,3,4 days ago,Precinct 19,"Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupWaste DisposalFloorFloors in BuildingElevatorsService Elevators in BuildingOther Main FeaturesFurnishedRoomsBedroomsBathroomsServant QuartersDrawing RoomDining RoomKitchensStudy RoomPrayer RoomPowder Room GymStore RoomsSteam RoomLounge or Sitting RoomLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyBusiness Center or Media Room in BuildingConference Room in BuildingIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities"
Flat,PKR65 Lakh,PKR42 Lakh,PKR1.25 Lakh,9 Months,"Bahria Town Karachi, Karachi, Sindh",1,56 Sq. Yd.,For Sale,1,4 days ago,"Precinct 2,","Main FeaturesBuilt in yearParking SpacesLobby in BuildingDouble Glazed WindowsFlooringElectricity BackupWaste DisposalFloor: 8Floors in Building: 8ElevatorsService Elevators in BuildingOther Main FeaturesRoomsBedrooms: 1Bathrooms: 1KitchensGymLaundry RoomOther RoomsBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomATM MachinesOther Business and Communication FacilitiesCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreOther Community FacilitiesHealthcare RecreationalSaunaJacuzziOther Healthcare and Recreation FacilitiesNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffLaundry or Dry Cleaning FacilityCommunal/Shared KitchenFacilities for DisabledPet PolicyOther Facilities"
Flat,PKR35 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,58 Sq. Yd.,For Sale,2,4 days ago,Not Found,Main FeaturesLobby in BuildingDouble Glazed WindowsCentral Air ConditioningCentral HeatingWaste DisposalService Elevators in BuildingFurnished
House,PKR2.1 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,4 days ago,Precinct 35,"Main FeaturesDouble Glazed WindowsCentral Air ConditioningCentral HeatingFlooringElectricity BackupOther Facilities
Maintenance StaffSecurity Staff"
Flat,PKR1.12 Crore,"Bahria Town Karachi, Karachi, Sindh",2,185 Sq. Yd.,For Sale,2,4 days ago,Not Found,Main FeaturesFlooringElectricity BackupFloor: 6Floors in Building: 9Elevators: 4RoomsBedrooms: 2Bathrooms: 2Servant Quarters: 1Kitchens: 1Nearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby Restaurants
House,PKR1.9 Crore,"Bahria Town Karachi, Karachi, Sindh",4,152 Sq. Yd.,For Sale,3,4 days ago,"Precinct 2,","Main FeaturesBuilt in year: 2022Parking Spaces: 1FlooringElectricity BackupFloors: 2RoomsBedrooms: 3Bathrooms: 3Servant Quarters: 1Dining RoomKitchens: 1Powder Room Store Rooms: 1Lounge or Sitting RoomBusiness and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyIntercomCommunity FeaturesCommunity Lawn or GardenCommunity Swimming PoolCommunity GymFirst Aid or Medical CentreDay Care CentreKids Play AreaBarbeque AreaMosqueCommunity CentreHealthcare RecreationalLawn or GardenNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Nearby PlacesOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled"
Flat,PKR90 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 days ago,Not Found,"Main FeaturesParking SpacesLobby in BuildingDouble Glazed WindowsRoomsBedrooms: 2Bathrooms: 2Dining RoomKitchens: 1Powder Room Business and CommunicationBroadband Internet AccessSatellite or Cable TV ReadyNearby Locations and Other FacilitiesNearby SchoolsNearby HospitalsNearby Shopping MallsNearby RestaurantsDistance From Airport (kms)Nearby Public Transport ServiceOther Facilities
Maintenance StaffSecurity StaffFacilities for Disabled"
